prompt,capability,reference_type,reference,grader,difficulty
"Classify the following sentence of a news article as fact (statment free of rephrasing, interpretation, opinions, and emotions), opinion (expression of a personal view, judgement, appraisal, opinion, or interpretation), claim (assertion of unverified information, rephrased facts, or affirmation of opinions), argument (data, information, reference, opinion, or narrative used to support a claim), data (raw data or statistics, must incluide the source which cant be a person, and must exclude any interpretation of the data), quote (direct quote from a person or a document), narrative (a story, account of events, experiences, or context used to illustrate a claim or argument), sensationalism (when it incluides exaggerations, sarcasm, emotion inducing manipulation, scandal-mongering, or other sensational behavior to induce emotions), or speculation (assumption, theory or opinion about a future event or a hypothetical scenario). Please provide a reasoning for your classification and then state your final answer enclosed in square brackets.
Those words would have been unthinkable just four days ago,",general,none,,,0.6364
"Please answer with the letter of the correct answer.

For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I thought it was time to cut Jim loose since he was not a great boyfriend. Scenario 2 | I met at the library to do my class homework.
A) Wrong, Wrong
B) Wrong, Not wrong
C) Not wrong, Not wrong
D) Not wrong, Wrong
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.5455
"Please answer with the letter of the correct answer.

Which of the following active pools of carbon is the largest on Earth and contributes the most to carbon cycling?
A) The atmosphere
B) Recoverable fossil fuels
C) Rain-forest vegetation
D) The oceans
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.2727
"Please answer with the letter of the correct answer.

A measure of __________ would be most useful for determining the likelihood that employees will remain on the job for a long period of time.
A) intelligence
B) job satisfaction
C) job productivity
D) motivation
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.2727
"Please answer with the letter of the correct answer.

If a catheter resists all attempts to unblock it and you are unable to remove it, what should you do?
A) Leave it until next time.
B) Call for assistance from a medical practitioner.
C) Try harder to unblock it.
D) Try harder to remove it.
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.2727
"Please answer with the letter of the correct answer.

The structures that act as sites of gas exchange in a woody stem are the
A) internodes
B) nodes
C) terminal buds
D) lenticels
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.2727
"Please answer with the letter of the correct answer.

Which of the following is NOT one of the most rewarding aspects of being a grandparent as reported by grandparents?
A) Spoiling the grandchildren
B) Feelings of immortality
C) Having others to wait on you
D) Remembering when they were grandchildren
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.3636
"Please answer with the letter of the correct answer.

Which brand of cat food claims it's so tasty that 'cats ask for it by name'?
A) Fancy Feast
B) Cat Chow
C) Meow Mix
D) 9-Lives
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.3636
"Please answer with the letter of the correct answer.

A company is considering a move to a Software-as-a-Service (SaaS) offering instead of a traditional in-house application. Which of the following concerns is unique to SaaS?
A) Allocation of software expenses and overhead charged to departments.
B) Ownership of processed data and costs of data migrations.
C) User credential setup and control over the actions that employees can perform.
D) Disaster recovery capabilities and documented recovery procedures.
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.4545
"TASK: Solve the following grade school math problem and provide a numerical answer.
The following are examples of grade school math problems and answers:
Question: There are 15 trees in the grove. Grove workers will plant trees in the grove today. After they are done, there will be 21 trees. How many trees did the grove workers plant today? 
Answer: 6

Question: If there are 3 cars in the parking lot and 2 more cars arrive, how many cars are in the parking lot? 
Answer: 5

Question: Leah had 32 chocolates and her sister had 42. If they ate 35, how many pieces do they have left in total? 
Answer: 39

Question: Jason had 20 lollipops. He gave Denny some lollipops. Now Jason has 12 lollipops. How many lollipops did Jason give to Denny?
Answer: 8

Question: Shawn has five toys. For Christmas, he got two toys each from his mom and dad. How many toys does he have now? 
Answer: 9
Kathleen receives a weekly allowance for completing all of her chores. During middle school, her allowance was $2 more than $8 but during her senior year,  her allowance was $5 more than twice her middle school allowance. What is the percentage increase in Kathleen's weekly allowance?",general,none,,,0.4545
"Please answer with the letter of the correct answer.

 On West's account, women who engage in undesired sex because of actual or felt dependence on their partner may experience injury to their sense of autonomy because
A) they are actually coerced into having sex.
B) none of the above.
C) they have neglected to take whatever steps would lead to their self-sustenance.
D) they are dominated by their partners insofar as they are not free to do as they please.
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,1.0000
"Please answer with the letter of the correct answer.

This question refers to the following information.
That day the Reverend Xuanzang was chosen from among all the monks. He had been a monk from infancy, and ever since birth he had eaten vegetarian food and observed the prohibitions. His maternal grandfather was an imperial commander, Yin Kaishan. His father Chen Guangrui had come top in the Palace Examination and had been appointed a grand secretary in the Imperial Library. Xuanzang, however, had no interest in honour and glory, and his only joy was to cultivate Nirvana. His virtue was great; of the thousand sutras and ten thousand holy books there was not a single one that he did not know.
…
He looked to the West and prayed, ""I am the believer Chen Xuanzang sent on imperial orders to fetch the scriptures. If I am fated to have a disciple, may I be able to unseal the golden words and release the divine Monkey King to come with me to the Vulture Peak. If I am not fated to have a disciple, and this monkey is an evil monster who has deceived me and will do me no good, then may I be unable to remove the seal."" When he had prayed he bowed again.
From Wu Chengen, Journey to the West, ca. 1590s
Accounts of Xuanzang's travels from both the 600s and 1500s C.E. are inspired by which of the following accomplishments?
A) Xuanzang's conversion of South Asian Hindus
B) Xuanzang's study and retrieval of Buddhist texts from India
C) Xuanzang's career as a spy against the Gupta Empire
D) Xuanzang's opening of new trade routes to Southeast Asia
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.1818
